RA[deg],DEC[deg],Reff[arcsec],PetroMag_i,CLASS,z
195.085,28.07028,1.7,15.557701110839844,1,0.021
195.085,28.52222,1.8,17.119701385498047,1,0.021
195.08542,27.84833,1.0,17.950891494750977,1,0.021
195.08583,27.805,2.9,18.429523468017578,1,0.021
195.08583,27.88361,1.8,18.197908401489258,1,0.021
195.08667,27.78694,1.2,20.0,1,0.021
195.09083,28.22861,2.2,20.0,1,0.021
195.09542,28.55389,3.1,18.115175247192383,1,0.021
195.09583,28.39389,1.7,18.115175247192383,1,0.021
195.09583,28.43833,0.9,17.117740631103516,1,0.021
195.09583,27.92083,1.6,16.407012939453125,1,0.021
195.09708,27.87361,1.9,18.649999618530273,1,0.021
195.0975,28.05028,1.7,16.407012939453125,1,0.021
195.0975,28.55889,2.8,18.649999618530273,1,0.021
195.09875,28.3925,1.7,17.42082405090332,1,0.021
195.1,28.25278,1.6,17.898849487304688,1,0.021
195.10083,28.38694,1.3,17.306188583374023,1,0.021
195.10167,27.86556,1.6,16.761642456054688,1,0.021
195.10375,27.98917,1.4,17.110647201538086,1,0.021
195.10458,27.94389,1.2,17.89835548400879,1,0.021
195.10542,28.37833,1.4,17.672426223754883,1,0.021
195.10625,28.20333,1.2,17.96961212158203,1,0.021
195.10792,28.06222,2.1,18.40580940246582,1,0.021
195.10875,28.03889,1.0,20.260000228881836,1,0.021
195.11,27.71167,2.2,17.990686416625977,1,0.021
195.11083,28.28361,2.0,19.700000762939453,1,0.021
195.11333,28.02278,1.3,19.700000762939453,1,0.021
195.11458,28.05583,1.5,19.700000762939453,1,0.021
195.115,28.05667,1.7,16.18463134765625,1,0.021
195.1175,28.45611,1.2,16.478866577148438,1,0.021
195.11792,28.35389,1.3,16.520320892333984,1,0.021
195.11875,27.80611,1.4,16.97722053527832,1,0.021
195.11875,28.02111,1.0,15.319404602050781,1,0.021
195.11875,27.76167,2.6,25.11439323425293,1,0.021
195.11958,28.45972,2.3,16.35512924194336,1,0.021
195.12333,27.84194,1.2,17.274696350097656,1,0.021
195.125,28.02611,1.0,17.71121597290039,1,0.021
195.12542,27.95722,1.1,15.09000015258789,1,0.021
195.13792,27.90222,2.0,16.030000686645508,1,0.021
195.14042,28.4475,1.4,16.399999618530273,1,0.021
195.14083,28.70722,1.5,17.95364761352539,1,0.021
195.14125,27.73972,1.2,17.672191619873047,1,0.021
195.14333,27.98361,1.1,16.99181365966797,1,0.021
195.14333,27.97167,1.2,17.890945434570312,1,0.021
195.1475,28.54972,1.6,18.055713653564453,1,0.021
195.15208,27.72806,1.2,17.958955764770508,1,0.021
195.15583,27.91167,1.9,18.19097900390625,1,0.021
195.16542,27.8975,1.2,17.82019805908203,1,0.021
195.1675,27.81417,1.5,19.549999237060547,1,0.021
195.16875,28.06528,0.9,17.843103408813477,1,0.021
195.16958,27.93389,1.2,18.04836654663086,1,0.021
195.17208,28.25944,1.2,21.371170043945312,1,0.021
195.1725,27.95917,1.0,17.762081146240234,1,0.021
195.175,28.11361,1.8,20.540000915527344,1,0.021
195.17583,28.22611,1.4,15.334218978881836,1,0.021
195.17625,28.16417,1.1,17.67803382873535,1,0.021
195.17792,28.66722,1.2,15.334218978881836,1,0.021
195.18042,28.20583,2.4,17.67803382873535,1,0.021
195.18208,28.50361,2.7,16.990005493164062,1,0.021
195.1825,28.32972,1.1,15.88049030303955,1,0.021
195.18417,28.0375,2.5,16.53013038635254,1,0.021
195.18583,28.06611,1.6,19.059999465942383,1,0.021
195.18583,28.11139,1.1,18.388883590698242,1,0.021
195.18625,27.89694,2.6,19.329999923706055,1,0.021
195.18625,27.96278,1.7,19.139999389648438,1,0.021
195.18792,28.6975,1.4,19.489999771118164,1,0.021
195.18833,27.8125,2.9,18.40943145751953,1,0.021
195.18958,27.73639,2.2,18.01677894592285,1,0.021
195.19667,28.75444,1.2,18.2060489654541,1,0.021
195.19792,27.80639,1.1,19.3700008392334,1,0.021
195.19833,27.975,1.0,17.089345932006836,1,0.021
195.19833,28.29333,1.5,18.256000518798828,1,0.021
195.2,28.03722,1.4,17.0291748046875,1,0.021
195.20042,27.82361,0.9,18.356931686401367,1,0.021
195.20125,27.83528,2.3,17.815523147583008,1,0.021
195.20292,28.09083,10.5,17.79694366455078,1,0.021
195.20708,28.26917,1.9,17.788782119750977,1,0.021
195.20833,28.14806,2.1,16.510000228881836,1,0.021
195.21167,28.35778,1.4,18.029634475708008,1,0.021
195.2125,28.25056,1.8,17.602394104003906,1,0.021
195.21333,27.86194,2.1,15.774263381958008,1,0.021
195.21375,27.92556,1.6,17.446563720703125,1,0.021
195.21542,27.99806,1.0,17.60869789123535,1,0.021
195.21583,28.31722,2.9,18.452356338500977,1,0.021
195.21667,28.10944,1.2,17.193405151367188,1,0.021
195.22,27.82556,4.2,18.34206771850586,1,0.021
195.22542,28.32222,3.5,17.82402801513672,1,0.021
195.22583,28.26694,1.8,17.858688354492188,1,0.021
195.22917,27.71583,1.1,17.406431198120117,1,0.021
195.23125,28.15917,1.0,19.18000030517578,1,0.021
195.23333,27.74556,1.4,18.75,1,0.021
195.23625,27.94972,1.0,17.406431198120117,1,0.021
195.23958,28.49028,2.0,19.18000030517578,1,0.021
195.24,27.78139,2.7,18.75,1,0.021
195.2425,28.31944,1.3,18.604307174682617,1,0.021
195.24708,28.07333,2.0,18.288965225219727,1,0.021
195.25042,28.025,1.3,18.07487678527832,1,0.021
195.25042,27.8075,3.7,17.810089111328125,1,0.021
195.25167,28.24722,2.1,18.850000381469727,1,0.021
195.25833,27.74028,1.0,15.339302062988281,1,0.021
195.25875,27.82389,0.9,16.315351486206055,1,0.021
195.25917,28.16028,2.7,18.064165115356445,1,0.021
195.25917,28.20028,1.2,17.851675033569336,1,0.021
195.25958,27.94806,1.2,17.828372955322266,1,0.021
195.26,28.12861,1.2,18.690000534057617,1,0.021
195.26167,28.24778,2.0,25.0,1,0.021
195.26375,27.79944,1.0,16.516386032104492,1,0.021
195.26458,27.99389,1.4,15.658470153808594,1,0.021
195.26542,28.275,3.3,17.5851993560791,1,0.021
195.26583,27.86333,1.1,16.516386032104492,1,0.021
195.2675,27.98056,2.0,15.658470153808594,1,0.021
195.26958,28.13944,1.4,17.5851993560791,1,0.021
195.27083,28.61722,1.3,18.181447982788086,1,0.021
195.27417,27.70889,3.6,17.7303524017334,1,0.021
195.27833,27.85944,1.0,18.052331924438477,1,0.021
195.27833,27.9,1.5,17.587690353393555,1,0.021
195.27958,28.34167,2.0,17.18306541442871,1,0.021
195.28208,28.11722,1.0,16.504756927490234,1,0.021
195.285,27.75056,1.3,17.46275520324707,1,0.021
195.28583,27.84667,3.0,14.999553680419922,1,0.021
195.28708,27.82333,1.5,16.91008758544922,1,0.021
195.29208,28.31278,1.3,18.048778533935547,1,0.021
195.29292,28.69944,2.5,17.003093719482422,1,0.021
195.29417,28.27778,3.1,21.616016387939453,1,0.021
195.295,28.33194,1.4,18.18000030517578,1,0.021
195.29583,27.9975,1.0,17.08931541442871,1,0.021
195.29833,27.95417,3.5,18.264196395874023,1,0.021
195.30542,27.78944,1.0,17.04448890686035,1,0.021
195.30667,27.6975,1.7,18.46441650390625,1,0.021
195.30917,28.17111,1.0,18.13608741760254,1,0.021
195.30958,28.12389,1.0,17.49298095703125,1,0.021
195.31167,28.04833,1.1,17.421045303344727,1,0.021
195.31292,27.72444,1.2,18.192766189575195,1,0.021
195.31375,28.03889,2.2,17.97440528869629,1,0.021
195.31417,27.93194,1.6,16.877836227416992,1,0.021
195.3175,27.69917,1.0,18.10586166381836,1,0.021
195.32625,27.87472,1.2,17.826936721801758,1,0.021
195.32833,28.17778,1.2,18.979999542236328,1,0.021
195.32958,28.12806,3.9,16.738689422607422,1,0.021
195.33125,27.83417,1.6,19.079999923706055,1,0.021
195.3325,28.57417,1.5,18.288829803466797,1,0.021
195.33333,28.48056,1.9,18.330751419067383,1,0.021
195.34625,28.19,1.2,17.40065574645996,1,0.021
195.34792,27.85111,1.1,18.586362838745117,1,0.021
195.35083,28.20139,1.2,25.0,1,0.021
195.35417,28.22889,1.4,16.660846710205078,1,0.021
195.35667,27.98333,1.6,18.468597412109375,1,0.021
195.35708,28.27333,1.3,17.640411376953125,1,0.021
195.36333,27.9275,1.8,15.566885948181152,1,0.021
195.36375,27.69778,0.9,16.558517456054688,1,0.021
195.36417,28.01361,1.1,18.145734786987305,1,0.021
195.365,27.91278,1.8,18.136350631713867,1,0.021
195.36583,27.84611,1.5,17.538909912109375,1,0.021
195.36667,28.05944,2.4,19.399999618530273,1,0.021
195.36875,27.97083,1.1,20.40999984741211,1,0.021
195.36917,27.74611,2.0,18.811548233032227,1,0.021
195.37542,27.87667,1.7,17.6299991607666,1,0.021
195.3775,27.72056,2.7,18.53171157836914,1,0.021
195.37875,27.73556,1.2,18.899999618530273,1,0.021
195.38083,27.90361,1.0,17.594600677490234,1,0.021
195.38125,27.91167,1.6,17.83060646057129,1,0.021
195.38333,27.71389,1.2,18.629470825195312,1,0.021
195.38417,28.69972,1.4,14.1160249710083,1,0.021
195.39,28.07361,1.3,17.981916427612305,1,0.021
195.39167,28.02306,1.3,18.415224075317383,1,0.021
195.39917,28.3175,2.6,17.175689697265625,1,0.021
195.40083,28.06333,0.9,17.87746810913086,1,0.021
195.40208,27.96167,2.7,15.684053421020508,1,0.021
195.40917,27.90222,1.0,17.87746810913086,1,0.021
195.40917,28.07083,1.4,15.684053421020508,1,0.021
195.41,27.94306,1.3,17.4879207611084,1,0.021
195.41333,27.99917,1.2,17.961143493652344,1,0.021
195.41375,28.62917,1.2,19.399999618530273,1,0.021
195.41458,28.29083,1.2,19.350000381469727,1,0.021
195.41583,27.73611,1.4,18.526763916015625,1,0.021
195.41625,28.13694,1.2,16.718399047851562,1,0.021
195.4175,27.79083,1.5,16.200000762939453,1,0.021
195.4175,28.17417,0.9,18.459999084472656,1,0.021
195.42,27.715,0.9,18.459999084472656,1,0.021
195.42417,27.89778,1.2,17.968347549438477,1,0.021
195.42667,28.73556,1.7,15.762740135192871,1,0.021
195.42667,28.21194,1.2,18.344324111938477,1,0.021
195.42792,28.42444,1.1,14.800000190734863,1,0.021
195.43083,28.01917,1.6,17.744794845581055,1,0.021
195.4325,27.72306,1.2,17.843114852905273,1,0.021
195.43458,27.72139,1.0,18.34450912475586,1,0.021
195.43833,28.21583,1.8,17.744794845581055,1,0.021
195.44125,28.01111,1.8,17.843114852905273,1,0.021
195.44208,28.37556,1.0,18.34450912475586,1,0.021
195.44292,28.40556,1.4,17.786277770996094,1,0.021
195.4475,27.82361,1.2,17.94229507446289,1,0.021
195.44792,27.95778,2.1,17.94229507446289,1,0.021
195.44792,28.25556,1.9,17.098674774169922,1,0.021
195.44958,28.26417,3.2,16.01359748840332,1,0.021
195.45125,28.48917,1.2,16.176090240478516,1,0.021
195.45125,28.48778,1.6,19.203237533569336,1,0.021
195.45167,28.13806,1.5,17.431049346923828,1,0.021
195.4525,27.73361,1.0,16.77544593811035,1,0.021
195.45333,28.04139,1.2,17.66986846923828,1,0.021
195.46167,28.09833,0.9,18.93000030517578,1,0.021
195.46583,27.80611,1.4,19.049999237060547,1,0.021
195.46667,27.93472,1.6,17.364120483398438,1,0.021
195.46708,28.69028,2.0,19.20370101928711,1,0.021
195.46833,28.15139,1.5,18.324655532836914,1,0.021
195.46958,28.41639,1.7,16.498544692993164,1,0.021
195.47292,28.17472,2.6,16.997995376586914,1,0.021
195.48667,27.74917,1.2,18.00900650024414,1,0.021
195.49042,28.32194,2.5,17.431283950805664,1,0.021
195.49083,28.14389,1.0,19.290000915527344,1,0.021
195.49208,27.83,2.2,17.406185150146484,1,0.021
195.4925,28.12917,1.1,16.478233337402344,1,0.021
195.49292,28.6175,2.7,16.101579666137695,1,0.021
195.49333,27.76694,1.1,17.398588180541992,1,0.021
195.49375,27.91472,1.5,17.276742935180664,1,0.021
195.49458,27.83333,0.9,17.398588180541992,1,0.021
195.49458,28.12917,1.6,17.276742935180664,1,0.021
195.495,28.20361,2.8,18.399425506591797,1,0.021
195.49542,28.27167,3.0,17.843521118164062,1,0.021
195.49542,28.73056,2.3,17.25066375732422,1,0.021
195.49708,28.29333,2.4,18.016176223754883,1,0.021
195.50208,28.12722,1.4,16.48684310913086,1,0.021
195.50375,28.08778,1.1,18.33066177368164,1,0.021
195.505,27.745,1.1,17.59440040588379,1,0.021
195.51,27.81444,1.1,25.11439323425293,1,0.021
195.51333,27.7025,1.3,15.5266752243042,1,0.021
195.51375,27.84639,1.4,17.700000762939453,1,0.021
195.515,27.73694,1.1,18.209999084472656,1,0.021
195.51792,27.79861,1.4,17.254812240600586,1,0.021
195.51833,27.96861,1.1,18.709999084472656,1,0.021
195.51958,27.875,1.2,17.786760330200195,1,0.021
195.52417,27.81139,1.7,17.617210388183594,1,0.021
195.525,28.31972,1.5,17.351375579833984,1,0.021
195.52958,27.96028,0.9,18.262428283691406,1,0.021
195.53208,27.93028,1.8,21.299999237060547,1,0.021
195.53375,27.96889,1.2,17.065799713134766,1,0.021
195.53417,28.41,1.7,17.731670379638672,1,0.021
195.535,28.15167,3.6,16.669139862060547,1,0.021
195.53708,27.73306,1.8,17.691267013549805,1,0.021
195.53958,28.15417,1.5,18.940000534057617,1,0.021
195.53958,27.73861,1.2,17.691267013549805,1,0.021
195.54583,28.16056,2.6,18.940000534057617,1,0.021
195.54583,28.04806,2.3,17.59020233154297,1,0.021
195.55458,28.44472,1.3,18.574411392211914,1,0.021
195.55625,27.83694,1.0,17.075374603271484,1,0.021
195.5575,27.75944,1.2,16.36208152770996,1,0.021
195.55875,27.87083,1.3,18.5,1,0.021
